MentionIdentifier,MonthYear
http://www.breitbart.com/california/2015/06/08/donnelly-joins-bus-brigade-against-vaccine-mandate-bill/,201506
http://www.breitbart.com/california/2015/06/10/vaccine-bill-passes-assembly-committee-despite-red-sea-of-opposition/,201506
http://www.breitbart.com/california/2015/06/25/vaccine-mandate-sb-277-passes-california-assembly/,201506
http://www.breitbart.com/california/2015/06/08/donnelly-joins-bus-brigade-against-vaccine-mandate-bill/,201506
http://www.breitbart.com/california/2015/06/10/vaccine-bill-passes-assembly-committee-despite-red-sea-of-opposition/,201506
http://www.breitbart.com/national-security/2015/06/16/sierra-leone-polio-measles-panic-as-mothers-refuse-vaccinations-for-fear-of-ebola/,201506
http://www.breitbart.com/california/2015/06/09/hundreds-gather-in-sacramento-to-protest-vaccine-bill/,201506
http://www.breitbart.com/california/2015/06/09/hundreds-gather-in-sacramento-to-protest-vaccine-bill/,201506
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/news/250-detained-immigrant-children-given-overdose-of-vaccine-in-texas/,201507
http://www.breitbart.com/california/2015/07/04/hundreds-at-health-freedom-rallies-demand-parents-rights-repeal-of-new-vaccine-mandates/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/california/2015/07/04/hundreds-at-health-freedom-rallies-demand-parents-rights-repeal-of-new-vaccine-mandates/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/news/250-detained-immigrant-children-given-overdose-of-vaccine-in-texas/,201507
http://www.breitbart.com/california/2015/07/30/vaccine-mandate-lawmaker-faces-recall-backlash-in-ca/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/california/2015/07/30/vaccine-mandate-lawmaker-faces-recall-backlash-in-ca/,201507
http://www.breitbart.com/news/250-detained-immigrant-children-given-overdose-of-vaccine-in-texas/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/news/250-detained-immigrant-children-given-overdose-of-vaccine-in-texas/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/california/2015/07/04/hundreds-at-health-freedom-rallies-demand-parents-rights-repeal-of-new-vaccine-mandates/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/california/2015/07/01/jim-carrey-blasts-jerry-brown-over-vaccine-mandate/,201507
http://www.breitbart.com/news/250-detained-immigrant-children-given-overdose-of-vaccine-in-texas/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/california/2015/06/30/governor-jerry-brown-signs-sb-277-making-ca-one-of-strictest-child-vaccine-states/,201507
http://www.breitbart.com/california/2015/07/02/donnelly-launches-referendum-to-overturn-new-vaccine-law/,201507
http://www.breitbart.com/texas/2015/07/01/major-texas-clinic-stops-accepting-unvaccinated-pediatric-patients/,201507
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/24/fiorina-campaign-responds-to-the-liberal-media-on-vaccinations-dear-msm-game-on/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/big-government/2015/08/24/fiorina-campaign-responds-to-the-liberal-media-on-vaccinations-dear-msm-game-on/,201508
http://www.breitbart.com/big-government/2015/08/15/slate-misrepresents-carly-fiorinas-words-in-absurd-vaccine-story/,201508
http://www.breitbart.com/national-security/2015/12/16/taliban-changes-tune-on-polio-joins-who-vaccination-campaign/,201512
http://www.breitbart.com/california/2015/12/30/vaccinations-rise-new-vaccine-mandate-hits/,201512
http://www.breitbart.com/california/2015/12/30/vaccinations-rise-new-vaccine-mandate-hits/,201512
http://www.breitbart.com/california/2015/12/30/vaccinations-rise-new-vaccine-mandate-hits/,201512
http://www.breitbart.com/california/2015/12/30/vaccinations-rise-new-vaccine-mandate-hits/,201512
http://www.breitbart.com/california/2015/12/30/vaccinations-rise-new-vaccine-mandate-hits/,201512
http://www.breitbart.com/national-security/2015/12/16/taliban-changes-tune-on-polio-joins-who-vaccination-campaign/,201512
http://www.breitbart.com/national-security/2015/12/16/taliban-changes-tune-on-polio-joins-who-vaccination-campaign/,201512
http://www.breitbart.com/national-security/2016/01/29/experts-zika-vaccine-decade-away-emergency-use-version-may-exist-2016/,201601
http://www.breitbart.com/national-security/2016/01/29/experts-zika-vaccine-decade-away-emergency-use-version-may-exist-2016/,201601
http://www.breitbart.com/national-security/2016/01/29/experts-zika-vaccine-decade-away-emergency-use-version-may-exist-2016/,201601
http://www.breitbart.com/national-security/2016/01/29/experts-zika-vaccine-decade-away-emergency-use-version-may-exist-2016/,201601
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/news/large-scale-trials-for-zika-vaccines-at-least-18-months-away-who-2/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/news/large-scale-trials-for-zika-vaccines-at-least-18-months-away-who-2/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/03/university-working-on-zika-vaccine-in-texas/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/03/university-working-on-zika-vaccine-in-texas/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/03/university-working-on-zika-vaccine-in-texas/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/news/large-scale-trials-for-zika-vaccines-at-least-18-months-away-who-2/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/texas/2016/02/12/university-of-texas-and-brazil-to-develop-zika-virus-vaccine/,201602
http://www.breitbart.com/news/large-scale-trials-for-zika-vaccines-at-least-18-months-away-who-2/,201602
http://www.breitbart.com/big-hollywood/2016/03/27/robert-deniro-cancels-screening-of-contoversial-anti-vaccination-film-at-tribeca-film-fest/,201603
http://www.breitbart.com/big-hollywood/2016/03/27/robert-deniro-cancels-screening-of-contoversial-anti-vaccination-film-at-tribeca-film-fest/,201603
http://www.breitbart.com/news/china-detained-more-than-200-over-vaccine-scandal/,201604
http://www.breitbart.com/news/china-detained-more-than-200-over-vaccine-scandal/,201604
http://www.breitbart.com/news/china-detained-more-than-200-over-vaccine-scandal/,201604
http://www.breitbart.com/california/2016/07/02/new-vaccine-law-takes-effect/,201607
http://www.breitbart.com/california/2016/07/02/new-vaccine-law-takes-effect/,201607
http://www.breitbart.com/california/2016/07/02/new-vaccine-law-takes-effect/,201607
http://www.breitbart.com/california/2016/07/02/new-vaccine-law-takes-effect/,201607
http://www.breitbart.com/california/2016/07/07/vaccine-mandate-parents-sue-california/,201607
http://www.breitbart.com/big-government/2016/07/07/vaccine-mandate-parents-sue-california/,201607
http://www.breitbart.com/california/2016/07/02/new-vaccine-law-takes-effect/,201607
http://www.breitbart.com/news/s-africa-launches-major-new-trial-of-aids-vaccine/,201611
http://www.breitbart.com/news/s-africa-launches-major-new-trial-of-aids-vaccine/,201611
http://www.breitbart.com/news/s-africa-launches-major-new-trial-of-aids-vaccine/,201611
http://www.breitbart.com/news/s-africa-launches-major-new-trial-of-aids-vaccine/,201611
http://www.breitbart.com/news/s-africa-launches-major-new-trial-of-aids-vaccine/,201611
http://www.breitbart.com/news/s-africa-launches-major-new-trial-of-aids-vaccine/,201611
http://www.breitbart.com/news/ebola-vaccine-may-be-up-to-100-effective-who-2/,201612
http://www.breitbart.com/news/ebola-vaccine-may-be-up-to-100-effective-who-2/,201612
http://www.breitbart.com/news/ebola-vaccine-may-be-up-to-100-effective-who-2/,201612
http://www.breitbart.com/news/ebola-vaccine-may-be-up-to-100-effective-who-2/,201612
http://www.breitbart.com/news/ebola-vaccine-may-be-up-to-100-effective-who-2/,201612
http://www.breitbart.com/news/brazil-orders-11-5-million-yellow-fever-vaccines/,201701
http://www.breitbart.com/news/460-mn-vaccine-push-to-outsmart-viruses/,201701
http://www.breitbart.com/news/brazil-orders-11-5-million-yellow-fever-vaccines/,201701
http://www.breitbart.com/news/460-mn-vaccine-push-to-outsmart-viruses/,201701
http://www.breitbart.com/news/brazil-orders-11-5-million-yellow-fever-vaccines/,201701
http://www.breitbart.com/news/brazil-orders-11-5-million-yellow-fever-vaccines/,201701
http://www.breitbart.com/news/who-eyes-vaccine-trial-for-ebola-hit-dr-congo-2/,201705
http://www.breitbart.com/news/who-eyes-vaccine-trial-for-ebola-hit-dr-congo-2/,201705
https://www.breitbart.com/asia/2018/11/08/islamic-vaccine-fatwa-triggers-plunging-vaccination-rates-in-indonesia/,201711
http://www.breitbart.com/tech/2018/03/29/revolutionary-new-cancer-vaccine-cures-97-of-tumors-in-mice/,201803
http://www.breitbart.com/news/nurse-dead-in-congo-as-ebola-vaccination-campaign-starts/,201805
http://www.breitbart.com/news/nurse-dead-in-congo-as-ebola-vaccination-campaign-starts/,201805
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/31/vaccine-scandal-prompts-protests-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/31/vaccine-scandal-prompts-protests-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/07/24/xi-orders-thorough-investigation-fake-vaccine-scandal-embarrasses-china/,201807
https://www.breitbart.com/national-security/2018/08/17/xi-jinping-oversees-firing-40-officials-vaccine-scandal/,201808
https://www.breitbart.com/national-security/2018/08/17/xi-jinping-oversees-firing-40-officials-vaccine-scandal/,201808
https://www.breitbart.com/national-security/2018/08/17/xi-jinping-oversees-firing-40-officials-vaccine-scandal/,201808
https://www.breitbart.com/national-security/2018/08/17/xi-jinping-oversees-firing-40-officials-vaccine-scandal/,201808
https://www.breitbart.com/national-security/2018/08/17/xi-jinping-oversees-firing-40-officials-vaccine-scandal/,201808
https://www.breitbart.com/asia/2018/11/08/islamic-vaccine-fatwa-triggers-plunging-vaccination-rates-in-indonesia/,201811
https://www.breitbart.com/asia/2018/11/08/islamic-vaccine-fatwa-triggers-plunging-vaccination-rates-in-indonesia/,201811
https://www.breitbart.com/asia/2018/11/08/islamic-vaccine-fatwa-triggers-plunging-vaccination-rates-in-indonesia/,201811
